"IDLOCALIDAD","UNIDAD_DE_ANALISIS","IDPERIODO","IDEPOCA","IDEDADGEOLOGICA","IDEDAD_L/M","ISOTOPO","IDMAGNETOCRON","EDAD_MINIMA","MET_FECHADO_MNIMO","EDAD_MAXIMA","MET_FECHADO_MAXIMO"
827.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
828.00,"ND","QUAT","HOPL","ND","ND","ND","ND","ND","ND","ND","ND"
828.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
829.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
830.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
831.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
832.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
835.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
839.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
840.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
842.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
843.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
850.00,"ND","QUAT","LPLE","ND","ND","ND","ND","ND","ND","ND","ND"
851.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
852.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
854.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
856.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
857.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
858.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
860.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
861.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
863.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
864.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
868.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
869.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
872.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
875.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
876.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
877.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
879.00,"ND","QUAT","EPLE","ND","IRVI","ND","ND","ND","ND","ND","ND"
879.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
880.00,"ND","ND","PLIO","ND","ND","ND","ND","ND","ND","ND","ND"
880.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
881.00,"ND","QUAT","LPLE","ND","ND","ND","ND","ND","ND","ND","ND"
882.00,"ND","QUAT","LPLE","ND","RANC","ND","ND","ND","ND","ND","ND"
882.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
883.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
884.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
885.00,"ND","QUAT","LPLE","ND","ND","ND","ND","ND","ND","ND","ND"
886.00,"ND","QUAT","EPLE","ND","ND","ND","ND","ND","ND","ND","ND"
888.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
889.00,"ND","QUAT","LPLE","ND","ND","ND","ND","ND","ND","ND","ND"
889.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
890.00,"ND","QUAT","LPLE","ND","ND","ND","ND","ND","ND","ND","ND"
890.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
891.00,"ND","QUAT","LPLE","ND","ND","ND","ND","ND","ND","ND","ND"
891.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
892.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
893.00,"ND","QUAT","EPLE","ND","IRVI","ND","ND","ND","ND","ND","ND"
893.00,"ND","QUAT","LPLE","ND","ND","ND","ND","ND","ND","ND","ND"
893.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
894.00,"ND","QUAT","LRPL","ND","ND","ND","ND","ND","ND","ND","ND"
894.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
895.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
897.00,"ND","QUAT","EPLE","ND","ND","ND","ND","ND","ND","ND","ND"
900.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
901.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
906.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
907.00,"ND","QUAT","LPLE","ND","ND","ND","ND","ND","ND","ND","ND"
908.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
909.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
910.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
911.00,"ND","QUAT","LPLE","ND","ND","ND","ND","ND","ND","ND","ND"
911.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
912.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
914.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
918.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
919.00,"ND","QUAT","PLEI","ND","ND","ND","ND","ND","ND","ND","ND"
920.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
921.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
922.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
923.00,"ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND"
