"IDFAUNA","IDLOCALIDAD","IDPUBLICACION","UNIDAD_DE_ANALISIS","DETERMINACION","IDESPECIEVALIDA","revisado","VALIDEZ","CONFIANZA","NMI","NUM_EJEMPLARES","CONTEXTO","MODIFICACION","suma_para_tabla_fauna"
1139,92.00,71.00,"CM 24","Cratogeomys castanops",644.00,1,1,"S",999999999.00,21.00,"ND","ND",1.00
1140,92.00,71.00,"CM 24","Lepus californicus",905.00,1,1,"S",999999999.00,117.00,"ND","ND",1.00
1141,92.00,71.00,"CM 24","Sylvilagus audubonii",914.00,1,1,"S",999999999.00,166.00,"ND","ND",1.00
1142,92.00,71.00,"CM 24","Ovis canadensis",588.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
1143,92.00,71.00,"CM 24","Odocoileus virginianus",558.00,1,1,"S",999999999.00,23.00,"ND","ND",1.00
1144,92.00,71.00,"CM 24","Odocoileus hemionus",556.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
1145,92.00,71.00,"CM 24","Odocoileus virginianus o Odocoileus hemionus",557.00,1,1,"C",999999999.00,18.00,"ND","ND",1.00
1146,92.00,71.00,"CM 24","Odocoileus/ Antilocapra americana",527.00,1,1,"C",999999999.00,1.00,"ND","ND",1.00
1147,92.00,71.00,"CM 24","Bison bison",576.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
1148,92.00,71.00,"CM 24","mamíferos no identificados",1000.00,0,1,"C",999999999.00,29.00,"ND","ND",1.00
1149,92.00,71.00,"CM 37","Citellus variegatus",630.00,1,1,"S",999999999.00,5.00,"ND","ND",1.00
1150,92.00,71.00,"CM 37","Citellus spilosoma",628.00,1,1,"S",999999999.00,4.00,"ND","ND",1.00
1151,92.00,71.00,"CM 37","Neotoma albigula",750.00,1,1,"S",999999999.00,30.00,"ND","ND",1.00
1152,92.00,71.00,"CM 37","Dipodomys spectabilis",702.00,1,1,"S",999999999.00,3.00,"ND","ND",1.00
1153,92.00,71.00,"CM 37","Lepus californicus",905.00,1,1,"S",999999999.00,2.00,"ND","ND",1.00
1154,92.00,71.00,"CM 37","Sylvilagus audubonii",914.00,1,1,"S",999999999.00,8.00,"ND","ND",1.00
1155,92.00,71.00,"CM 37","Antilocapra americana",562.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
1156,92.00,71.00,"CM 37","Odocoileus virginianus",558.00,1,1,"S",999999999.00,5.00,"ND","ND",1.00
1157,92.00,71.00,"CM 37","Odocoileus hemionus",556.00,1,1,"S",999999999.00,14.00,"ND","ND",1.00
1158,92.00,71.00,"CM 37","Odocoileus/ Antilocapra americana",527.00,1,1,"C",999999999.00,2.00,"ND","ND",1.00
1159,92.00,71.00,"CM 37","mamíferos no identificados",1000.00,0,1,"C",999999999.00,3.00,"ND","ND",1.00
1160,92.00,71.00,"CM 56D","Canis latrans",319.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
1161,92.00,71.00,"CM 56D","Citellus variegatus",630.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
1162,92.00,71.00,"CM 56D","Citellus spilosoma",628.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
1163,92.00,71.00,"CM 56D","Neotoma albigula",750.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
1164,92.00,71.00,"CM 56D","Cratogeomys castanops",644.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
1165,92.00,71.00,"CM 56D","Lepus californicus",905.00,1,1,"S",999999999.00,14.00,"ND","ND",1.00
1166,92.00,71.00,"CM 56D","Sylvilagus audubonii",914.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
1167,92.00,71.00,"CM 56D","Odocoileus hemionus",556.00,1,1,"S",999999999.00,6.00,"ND","ND",1.00
1168,92.00,71.00,"CM 64","Citellus variegatus",630.00,1,1,"S",999999999.00,3.00,"ND","ND",1.00
1169,92.00,71.00,"CM 64","Odocoileus hemionus",556.00,1,1,"S",999999999.00,2.00,"ND","ND",1.00
1170,92.00,71.00,"CM 68","Eumops perotis californicus",280.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
1171,92.00,71.00,"CM 68","Homo sapiens",309.00,1,1,"S",999999999.00,10.00,"ND","ND",1.00
1172,92.00,71.00,"CM 68","Euarctos americanus",408.00,1,1,"S",999999999.00,2.00,"ND","ND",1.00
1173,92.00,71.00,"CM 68","Ursus, del grupo planiceps (sic)",408.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
1174,92.00,71.00,"CM 68","Procyon lotor",398.00,1,1,"S",999999999.00,4.00,"ND","ND",1.00
1175,92.00,71.00,"CM 68","Nasua narica",392.00,1,1,"S",999999999.00,6.00,"ND","ND",1.00
1176,92.00,71.00,"CM 68","Bassariscus astutus",388.00,1,1,"S",999999999.00,63.00,"ND","ND",1.00
1177,92.00,71.00,"CM 68","Taxidea taxus",373.00,1,1,"S",999999999.00,4.00,"ND","ND",1.00
1178,92.00,71.00,"CM 68","Conepatus mesoleucus ?",351.00,1,1,"C",999999999.00,3.00,"ND","ND",1.00
1179,92.00,71.00,"CM 68","Taxidea taxus/Conepatus mesoleucu",349.00,0,1,"C",999999999.00,1.00,"ND","ND",1.00
1180,92.00,71.00,"CM 68","Mephitis mephitis",363.00,1,1,"S",999999999.00,3.00,"ND","ND",1.00
1181,92.00,71.00,"CM 68","Spilogale leucoparia",369.00,1,1,"S",999999999.00,6.00,"ND","ND",1.00
1182,92.00,71.00,"CM 68","Mephitis mephitis/Spilogale leucoparia",349.00,0,1,"C",999999999.00,2.00,"ND","ND",1.00
1183,92.00,71.00,"CM 68","Urocyon cinereoargenteus",325.00,1,1,"S",999999999.00,18.00,"ND","ND",1.00
1184,92.00,71.00,"CM 68","Vulpes macrotis",327.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
1185,92.00,71.00,"CM 68","Canis latrans",319.00,1,1,"S",999999999.00,9.00,"ND","ND",1.00
1186,92.00,71.00,"CM 68","Canis latrans/Canis familiaris?",322.00,1,1,"C",999999999.00,10.00,"ND","ND",1.00
1187,92.00,71.00,"CM 68","Canis lupus/Canis familiaris?",322.00,1,1,"C",999999999.00,2.00,"ND","ND",1.00
1188,92.00,71.00,"CM 68","Lynx rufus",335.00,1,1,"S",999999999.00,5.00,"ND","ND",1.00
1189,92.00,71.00,"CM 68","Felis concolor",340.00,1,1,"S",999999999.00,6.00,"ND","ND",1.00
1190,92.00,71.00,"CM 68","Felis onca",338.00,1,1,"S",999999999.00,3.00,"ND","ND",1.00
1191,92.00,71.00,"CM 68","Citellus variegatus",630.00,1,1,"S",999999999.00,120.00,"ND","ND",1.00
1192,92.00,71.00,"CM 68","Citellus mexicanus",625.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
1193,92.00,71.00,"CM 68","Neotoma albigula",750.00,1,1,"S",999999999.00,32.00,"ND","ND",1.00
1194,92.00,71.00,"CM 68","Neotoma albigula o Neotoma micropus",719.00,1,1,"C",999999999.00,50.00,"ND","ND",1.00
1195,92.00,71.00,"CM 68","Perognathus penicillatus",687.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
1196,92.00,71.00,"CM 68","Thomomys umbrinus",670.00,1,1,"S",999999999.00,3.00,"ND","ND",1.00
1197,92.00,71.00,"CM 68","Cratogeomys castanops",644.00,1,1,"S",999999999.00,4.00,"ND","ND",1.00
1198,92.00,71.00,"CM 68","Erethizon dorsatum epixanthum",886.00,1,1,"S",999999999.00,42.00,"ND","ND",1.00
1199,92.00,71.00,"CM 68","Lepus californicus",905.00,1,1,"S",999999999.00,44.00,"ND","ND",1.00
1200,92.00,71.00,"CM 68","Sylvilagus audubonii",914.00,1,1,"S",999999999.00,17.00,"ND","ND",1.00
1201,92.00,71.00,"CM 68","Lepus californicus o Sylvilagus audubonii",901.00,1,1,"C",999999999.00,2.00,"ND","ND",1.00
1202,92.00,71.00,"CM 68","Antilocapra americana",562.00,1,1,"S",999999999.00,22.00,"ND","ND",1.00
1203,92.00,71.00,"CM 68","Ovis canadensis",588.00,1,1,"S",999999999.00,4.00,"ND","ND",1.00
1204,92.00,71.00,"CM 68","Ovis canadensis o Ovis aries",589.00,1,1,"C",999999999.00,1.00,"ND","ND",1.00
1205,92.00,71.00,"CM 68","Odocoileus virginianus",558.00,1,1,"S",999999999.00,39.00,"ND","ND",1.00
1206,92.00,71.00,"CM 68","Odocoileus hemionus",556.00,1,1,"S",999999999.00,75.00,"ND","ND",1.00
1207,92.00,71.00,"CM 68","Odocoileus virginianus o Odocoileus hemionus",557.00,1,1,"C",999999999.00,260.00,"ND","ND",1.00
1208,92.00,71.00,"CM 68","Odocoileus/ Antilocapra americana",527.00,1,1,"C",999999999.00,9.00,"ND","ND",1.00
1209,92.00,71.00,"CM 68","Cervus canadensis",549.00,1,1,"S",999999999.00,4.00,"ND","ND",1.00
1210,92.00,71.00,"CM 68","Bison bison",576.00,1,1,"S",999999999.00,8.00,"ND","ND",1.00
1211,92.00,71.00,"CM 68","mamíferos no identificados",1000.00,0,1,"C",999999999.00,332.00,"ND","ND",1.00
1212,3.00,72.00,"ND","Palauchenia",540.00,1,1,"C",999999999.00,999999999.00,"ND","ND",1.00
1213,3.00,72.00,"ND","Glyptodon",37.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
1214,3.00,72.00,"ND","Equus",518.00,0,1,"S",999999999.00,999999999.00,"ND","ND",1.00
1215,3.00,72.00,"ND","Aphelops",525.00,0,1,"S",999999999.00,999999999.00,"ND","ND",1.00
1216,3.00,72.00,"ND","Auchenia",536.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
1217,3.00,72.00,"ND","Eschatius",547.20,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
1218,3.00,72.00,"ND","Palauchenia",540.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
1220,3.00,72.00,"ND","Platygonus",532.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
1221,3.00,72.00,"ND","Elephas",498.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
1222,3.00,72.00,"ND","Mastodon",488.00,0,1,"S",999999999.00,999999999.00,"ND","ND",1.00
1223,3.00,72.00,"ND","Holomeniscus",538.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
1224,3.00,72.00,"ND","Dibelodon",487.00,0,1,"S",999999999.00,999999999.00,"ND","ND",1.00
1225,3.00,72.00,"ND","Tetrabelodon ?",487.00,0,1,"C",999999999.00,999999999.00,"ND","ND",1.00
1227,3.00,72.00,"ND","Ursus",410.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
1228,3.00,72.00,"ND","Felis",329.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
1229,94.00,72.00,"ND","Cuvieronius",492.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
1230,95.00,72.00,"ND","Cuvieronius",492.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
1231,93.00,72.00,"ND","Didelphis",8.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
1232,93.00,72.00,"ND","Holmesina",24.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
1233,93.00,72.00,"ND","Brachyostracon (Glyptotherium)",37.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
1234,93.00,72.00,"ND","Nothrotherium (Nothrotheriops)",50.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
1235,93.00,72.00,"ND","Paramylodon (Glossotherium)",54.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
1236,75.00,72.00,"ND","Elephas",498.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
1237,75.00,72.00,"ND","Rodentia",590.00,1,1,"C",999999999.00,999999999.00,"ND","ND",1.00
1238,73.00,72.00,"ND","Elephas",498.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
1239,73.00,72.00,"ND","Equus",518.00,0,1,"S",999999999.00,999999999.00,"ND","ND",1.00
1240,31.00,72.00,"ND","Nothrotherium",49.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
1241,31.00,72.00,"ND","Megatherium",45.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
1242,31.00,72.00,"ND","Mylodon",54.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
1243,31.00,72.00,"ND","Brachyostracon",37.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
1244,31.00,72.00,"ND","Geomys",656.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
1245,31.00,72.00,"ND","Neotoma ?",771.00,1,1,"C",999999999.00,999999999.00,"ND","ND",1.00
1246,31.00,72.00,"ND","Canis ?",322.00,1,1,"C",999999999.00,999999999.00,"ND","ND",1.00
1247,31.00,72.00,"ND","Urocyon ?",326.00,1,1,"C",999999999.00,999999999.00,"ND","ND",1.00
1248,31.00,72.00,"ND","Tapirus",524.00,0,1,"S",999999999.00,999999999.00,"ND","ND",1.00
1249,31.00,72.00,"ND","Teleoceras ?",525.00,0,1,"C",999999999.00,999999999.00,"ND","ND",1.00
1250,31.00,72.00,"ND","Capromeryx",565.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
1251,31.00,72.00,"ND","Antilocapra",563.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
1252,31.00,72.00,"ND","Preptoceras",583.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
1253,96.00,72.00,"ND","Mylodon",54.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
1254,96.00,72.00,"ND","Elephas ?",498.00,1,1,"C",999999999.00,999999999.00,"ND","ND",1.00
1255,97.00,72.00,"ND","Mylodon",54.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
1256,89.00,72.00,"ND","Rhynchotherium",487.00,0,1,"S",999999999.00,999999999.00,"ND","ND",1.00
1257,149.00,72.00,"ND","Rhynchotherium",487.00,0,1,"S",999999999.00,999999999.00,"ND","ND",1.00
1258,3.00,73.00,"Tajo de Tequixquiac","Pitymys meadensis",738.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
1259,3.00,73.00,"Tajo de Tequixquiac","Pitymys quasiater",744.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
1260,3.00,73.00,"Tajo de Tequixquiac","Canis dirus",316.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
1261,3.00,73.00,"Tajo de Tequixquiac","Canis latrans",319.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
1262,3.00,73.00,"Tajo de Tequixquiac","Capromeryx mexicanus",564.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
1263,3.00,73.00,"Tajo de Tequixquiac","Equus sp.",518.00,0,1,"S",999999999.00,999999999.00,"ND","ND",1.00
1264,3.00,73.00,"Tajo de Tequixquiac","Camelops",540.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
1265,3.00,73.00,"Tajo de Tequixquiac","Bison",581.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
1266,3.00,73.00,"Tajo de Tequixquiac","Mammuthus",498.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
1267,3.00,73.00,"Tajo de Tequixquiac","Platygonus alemanii",531.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
1268,12.00,74.00,"ND","Elephas",498.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
1269,26.00,74.00,"ND","Elephas",498.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
