"IDFAUNA","IDLOCALIDAD","IDPUBLICACION","UNIDAD_DE_ANALISIS","DETERMINACION","IDESPECIEVALIDA","revisado","VALIDEZ","CONFIANZA","NMI","NUM_EJEMPLARES","CONTEXTO","MODIFICACION","suma_para_tabla_fauna"
14816,900.00,780.00,"zone II, area A","Sylvilagus audubonii",914.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14817,900.00,780.00,"zone II, area A","dog",318.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14818,900.00,780.00,"zone II, area A","deer",548.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14819,900.00,780.00,"zone II, area A","Sylvilagus cunicularius",919.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14820,900.00,780.00,"zone II, area A","gray fox",325.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14821,23.00,811.00,"ND","Mastodon Humbolti (sic)",488.00,0,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14822,626.00,812.00,"ND","elefante",498.00,1,1,"S",999999999.00,2.00,"ND","ND",1.00
14823,19.00,813.00,"ND","elefantes",498.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14824,901.00,813.00,"ND","Equus excelsus",506.00,0,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14825,3.00,813.00,"ND","Platygonus compressus",531.00,1,1,"S",999999999.00,999999999.00,"ND","TR",1.00
14826,3.00,813.00,"ND","elefantes",498.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14827,133.00,814.00,"ND","Mammuthus (Archidiskodon) imperator",497.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14828,81.00,814.00,"ND","Mylodon harlani",53.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14829,281.00,814.00,"ND","Mammuthus (Archidiskodon) imperator",497.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14830,205.00,814.00,"ND","Mammuthus (Archidiskodon) imperator",497.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14831,914.00,815.00,"ND","Mammuthus imperator",497.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14832,914.00,815.00,"ND","caballos",500.00,0,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14833,145.00,815.00,"ND","caballos",500.00,0,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14834,316.00,815.00,"ND","Mammuthus",498.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14835,316.00,815.00,"ND","Mammuthus",498.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
14836,3.00,302.00,"ND","Dibelodon tropicus",491.70,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14837,3.00,302.00,"ND","Tetrabelodon andium ?",487.00,0,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14839,153.00,302.00,"ND","Platygonus compressus",531.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14840,31.00,302.00,"ND","Bison latifrons",578.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14841,31.00,302.00,"ND","Mastodon americanus (sic)",489.00,0,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14842,489.00,801.00,"ND","Elephas Columbi var. Felicis (sic)",496.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14843,31.00,802.00,"ND","milodonte",51.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14844,31.00,816.00,"ND","elefante",498.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
14845,31.00,816.00,"ND","caballo",500.00,0,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14846,31.00,816.00,"ND","bisonte",581.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14848,23.00,817.00,"ND","Agriotherium",401.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14849,23.00,817.00,"ND","Arcthotherium (sic)",404.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14850,23.00,817.00,"ND","Ursus",410.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14851,23.00,817.00,"ND","Felis",329.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14852,23.00,817.00,"ND","Smilodon",345.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14853,23.00,817.00,"ND","Sciurus",616.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14854,23.00,817.00,"ND","Marmota",605.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14855,23.00,817.00,"ND","Citellus",627.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14856,23.00,817.00,"ND","Geomys",656.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14857,23.00,817.00,"ND","Thomomys",668.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14858,23.00,817.00,"ND","Liomys",710.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14859,23.00,817.00,"ND","Peromyscus",842.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14860,23.00,817.00,"ND","Sigmodon",876.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14861,23.00,817.00,"ND","Neotoma",771.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14862,23.00,817.00,"ND","Synaptomys",878.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14863,23.00,817.00,"ND","Microtus",745.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14864,23.00,817.00,"ND","Erethizon",885.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14865,23.00,817.00,"ND","Sylvilagus",926.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14866,23.00,817.00,"ND","Cuvieronius",492.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14867,23.00,817.00,"ND","Mammuthus",498.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14868,23.00,817.00,"ND","Equus",518.00,0,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14869,23.00,817.00,"ND","Platygonus",532.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14870,23.00,817.00,"ND","Tayassu",529.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14871,23.00,817.00,"ND","Gigantocamelus",540.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14872,23.00,817.00,"ND","Camelops",540.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14873,23.00,817.00,"ND","Odocoileus",557.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14874,23.00,817.00,"ND","Capromeryx",565.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14875,23.00,817.00,"ND","Tetrameryx",571.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14876,23.00,817.00,"ND","Antilocapra",563.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14877,23.00,817.00,"ND","Bison",581.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14878,23.00,817.00,"ND","Euceratherium",583.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14879,54.00,354.00,"ND","Mammuthus humboldti",488.00,0,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14880,3.00,823.00,"a 12 m de profundidad","Paulachenia mexicana",539.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14882,3.00,823.00,"a 12 m de profundidad","Equus",518.00,0,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14883,3.00,823.00,"a 12 m de profundidad","Elephas",498.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14884,3.00,823.00,"a 12 m de profundidad","Glyptodon",37.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14886,126.00,824.00,"ND","Elephas columbi",496.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14887,28.00,824.00,"ND","Elephas columbi",496.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14888,430.00,824.00,"ND","mamut",498.00,0,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14889,895.00,824.00,"ND","mamut",498.00,0,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14890,719.00,824.00,"ND","Elephas columbi",496.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14891,771.00,824.00,"ND","mamut",498.00,0,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14892,787.00,824.00,"ND","mamut",498.00,0,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14893,855.00,824.00,"ND","elefante",487.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14894,892.00,824.00,"ND","mamut",498.00,0,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14895,892.00,824.00,"ND","elefante",487.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14896,894.00,824.00,"localidad 1","Mammuthus (Paraelephas) columbi",496.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
14897,894.00,824.00,"localidad 2","Mammuthus (Paraelephas) columbi",496.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
14898,894.00,824.00,"localidad 3","Mammuthus (Paraelephas) columbi",496.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14899,894.00,824.00,"localidad 4","Mammuthus (Paraelephas) columbi",496.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14900,894.00,824.00,"localidad 5","Mammuthus (Paraelephas) columbi",496.00,1,1,"S",999999999.00,6.00,"ND","ND",1.00
14901,894.00,824.00,"localidad 6","Mammuthus (Paraelephas) columbi",496.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
14902,894.00,824.00,"localidad 7-14","Mammuthus (Paraelephas) columbi",496.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14903,894.00,824.00,"localidad 30","Mammuthus (Paraelephas) columbi",496.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
14904,894.00,824.00,"localidad 31","Mammuthus (Paraelephas) columbi",496.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14905,894.00,824.00,"localidad 32","Mammuthus (Paraelephas) columbi",496.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
14906,246.00,548.00,"ND","Mamuthus cf. M. jeffersoni",498.00,1,1,"P",999999999.00,1.00,"ND","ND",1.00
14907,246.00,548.00,"ND","Equus sp.",518.00,0,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14908,293.00,356.00,"proyecto mapa, colecta superficie","Canis familiaris",318.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14910,293.00,356.00,"T.E. 4, sitio 8:S Exit.: N4E4 capa 6","Pappogeomys tylorhinus",652.00,1,1,"S",1.00,999999999.00,"ND","ND",1.00
14911,293.00,356.00,"T.E.26a, sitio 1:N3W2 capa 4, 4N","Dasypus novemcinctus",22.00,1,1,"S",2.00,999999999.00,"ND","ND",1.00
14912,293.00,356.00,"colecta de superficie 9:N3E2","Canis familiaris",318.00,1,1,"S",1.00,999999999.00,"ND","ND",1.00
14913,3.00,823.00,"a 12 m de profundidad","varios carniceros",311.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14915,23.00,817.00,"ND","Didelphis",8.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14917,23.00,817.00,"ND","Nothrotherium",50.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14918,23.00,817.00,"ND","Megatherium",45.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14919,23.00,817.00,"ND","Mylodon",54.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14920,23.00,817.00,"ND","Scelidotherium",45.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14921,23.00,817.00,"ND","Brachyostracon",37.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14922,23.00,817.00,"ND","Aenocyon",316.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14923,23.00,817.00,"ND","Canis",322.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14924,23.00,817.00,"ND","Urocyon",326.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14925,658.00,766.00,"Formación El Risco","Equus cf. semiplicatus",518.00,0,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14926,658.00,766.00,"Formación El Risco","Thomomys sp.",668.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14927,658.00,766.00,"Formación El Risco","Odocoilus sp. (sic)",557.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14929,128.00,825.00,"ND","equus primigenius (sic)",518.00,0,1,"S",999999999.00,1.00,"ND","ND",1.00
14930,709.00,825.00,"ND","equus primigenius (sic)",518.00,0,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14931,709.00,825.00,"ND","elefantes",498.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14932,709.00,826.00,"ND","elefante",498.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14933,28.00,827.00,"ND","mastodontes",487.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14934,93.00,828.00,"ND","Didelphis marsupiales (sic)",7.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14935,93.00,828.00,"ND","Thomomys umbrinus",670.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14936,93.00,828.00,"ND","Pappogeomys cf. castanops",644.00,1,1,"P",999999999.00,999999999.00,"ND","ND",1.00
14937,93.00,828.00,"ND","Erethizon dorsatun (sic)",886.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14938,93.00,828.00,"ND","Lepus cf. californicus",905.00,1,1,"P",999999999.00,999999999.00,"ND","ND",1.00
14939,93.00,828.00,"ND","Sylvilagus cf. audubonii",914.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14940,93.00,828.00,"ND","Nothrotheriops cf. shastense (sic)",50.00,1,1,"P",999999999.00,999999999.00,"ND","ND",1.00
14941,93.00,828.00,"ND","Paramylodon harlani",53.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14942,93.00,828.00,"ND","Holmesina septentronales (sic)",24.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14943,93.00,828.00,"ND","Brachyostracon cf. mexicanus",36.00,1,1,"P",999999999.00,999999999.00,"ND","ND",1.00
14944,93.00,828.00,"ND","Canis latrans",319.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14945,93.00,828.00,"ND","Canis cedazoensis",313.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14946,93.00,828.00,"ND","Canis dirus",316.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14947,93.00,828.00,"ND","Urocyon cinereoargenteus",325.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14948,93.00,828.00,"ND","Taxidea cf. taxus",373.00,1,1,"P",999999999.00,999999999.00,"ND","ND",1.00
14949,93.00,828.00,"ND","Arctodus simus",403.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14950,93.00,828.00,"ND","Smilidon cf. californicus",343.00,1,1,"P",999999999.00,999999999.00,"ND","ND",1.00
14951,93.00,828.00,"ND","Panthera atrox",337.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14952,93.00,828.00,"ND","Panthera onca",338.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14953,93.00,828.00,"ND","Felis (Lynx) rufus",335.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14954,93.00,828.00,"ND","Mammut americanus (sic)",489.00,0,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14955,93.00,828.00,"ND","Mammuthus cf. meridionalis",498.00,0,1,"P",999999999.00,999999999.00,"ND","ND",1.00
14956,93.00,828.00,"ND","Equus conversidens",505.00,0,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14957,93.00,828.00,"ND","Equus excesus (sic)",506.00,0,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14958,93.00,828.00,"ND","Equus sp.",518.00,0,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14959,93.00,828.00,"ND","Equus cf. caballus",502.00,0,1,"P",999999999.00,999999999.00,"ND","ND",1.00
14960,93.00,828.00,"ND","Equus (Hemionus) tau",519.00,0,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14961,93.00,828.00,"ND","Equus (Hemionus) calobatus",503.00,0,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14962,93.00,828.00,"ND","Equus (Hesperohippus) mexicanus",512.00,0,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14963,93.00,828.00,"ND","Equus (Parastlidequus) (sic)",518.00,0,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14964,93.00,828.00,"ND","Equus parastylidens",515.00,0,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14965,93.00,828.00,"ND","Camelops cf. hesternus",538.00,1,1,"P",999999999.00,999999999.00,"ND","ND",1.00
14966,93.00,828.00,"ND","Camelops cf. hesternus",538.00,1,1,"P",999999999.00,999999999.00,"ND","ND",1.00
14967,93.00,828.00,"ND","Camelops travishwhitei (sic)",541.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14968,93.00,828.00,"ND","Tanupolama (especie pequeña)",544.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14969,93.00,828.00,"ND","Tanupolama (especie grande)",544.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14970,93.00,828.00,"ND","Stockoceros conklingi",567.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14971,93.00,828.00,"ND","Tetrameryx mooseri",569.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14972,93.00,828.00,"ND","Tetrameryx tacubayensis",572.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14973,93.00,828.00,"ND","Capromeryx mexicana",564.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14974,93.00,828.00,"ND","Odocoileus halli",555.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14975,93.00,828.00,"ND","Bison aguascalientesis (sic)",577.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14976,133.00,829.00,"ND","Mammuthus (Archidiskodon) imperator",497.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14977,154.00,829.00,"ND","Mylodon harlani",53.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14978,154.00,829.00,"ND","mamut imperial",497.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14979,205.00,829.00,"ND","Mammuthus (archidiskodon) imperator (sic)",497.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14980,109.00,169.00,"ND","Elephas Imperator (sic)",497.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14981,109.00,169.00,"ND","Elephas Imperator (sic)",497.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
14982,206.00,169.00,"ND","Elephas Imperator (sic)",497.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14984,565.00,275.00,"ND","Eremotherium",45.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14985,140.00,155.00,"ND","Mastodon oligobunis",491.70,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14986,323.00,548.00,"ND","Mammuthus sp.",498.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14987,131.00,836.00,"ND","Elephas sp.",498.00,1,1,"S",999999999.00,1.00,"ND","ND",1.00
14988,75.00,835.00,"ND","elefante imperial",497.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14989,75.00,835.00,"ND","humano",309.00,0,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14990,144.00,837.00,"ND","Equus excelsus",500.00,0,1,"S",999999999.00,1.00,"ND","ND",1.00
14991,134.00,838.00,"ND","caballo",500.00,0,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14992,134.00,838.00,"ND","bisonte",581.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14993,134.00,838.00,"ND","Odocoileus sp.",557.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14994,229.00,838.00,"ND","Archidiskodon imperator",497.00,1,1,"S",999999999.00,5.00,"ND","ND",1.00
14995,229.00,838.00,"ND","humano",309.00,0,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14996,233.00,839.00,"ND","Elephas primigenius",497.50,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14997,233.00,839.00,"ND","venado o alce",548.00,1,1,"C",999999999.00,999999999.00,"ND","ND",1.00
14998,75.00,840.00,"ND","Archidiskodon Imperator (sic)",497.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
14999,3.00,841.00,"a 12 m de profundidad","Platygonus compressus",531.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
15000,31.00,841.00,"ND","Dibelodon (Mastodon) Shepardi (sic)",487.00,0,1,"S",999999999.00,999999999.00,"ND","ND",1.00
15001,31.00,841.00,"ND","Elephas primigenius",497.50,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
15002,31.00,841.00,"ND","Equus excelsus",500.00,0,1,"S",999999999.00,999999999.00,"ND","ND",1.00
15003,31.00,841.00,"ND","Holomeniscus hesternus",538.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
15004,31.00,841.00,"ND","Bos latifrons",578.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
15005,31.00,841.00,"ND","Auchenia Castilli (sic)",536.00,0,1,"S",999999999.00,999999999.00,"ND","ND",1.00
15006,31.00,841.00,"ND","Platygonus compressus",531.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
15007,31.00,841.00,"ND","Holomeniscus vitakerianus",543.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
15008,31.00,841.00,"ND","Eschatius conidens",547.20,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
15009,31.00,841.00,"ND","Glyptodon sp. ?",37.00,1,1,"C",999999999.00,999999999.00,"ND","ND",1.00
15010,270.00,841.00,"ND","Platygonus compressus",531.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
15011,270.00,841.00,"ND","caballo",500.00,0,1,"S",999999999.00,1.00,"ND","ND",1.00
15012,144.00,841.00,"ND","Equus excelsus",506.00,0,1,"S",999999999.00,1.00,"ND","ND",1.00
15013,144.00,842.00,"ND","Equus excelsus",506.00,0,1,"S",999999999.00,1.00,"ND","ND",1.00
15014,3.00,842.00,"ND","Platygonus ?",532.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
15015,270.00,842.00,"ND","Equus",518.00,0,1,"S",999999999.00,999999999.00,"ND","ND",1.00
15016,270.00,842.00,"ND","Platygonus compressus",531.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
15017,660.00,842.00,"ND","Elephas primigenius",497.50,1,1,"S",999999999.00,1.00,"ND","ND",1.00
15018,75.00,843.00,"ND","elefante",498.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
15019,75.00,843.00,"ND","Homo sapiens",309.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
15020,277.00,843.00,"ND","milodonte",51.00,0,1,"S",999999999.00,1.00,"ND","ND",1.00
15021,144.00,844.00,"ND","Equus excelsus",506.00,0,1,"S",999999999.00,999999999.00,"ND","ND",1.00
15022,3.00,844.00,"a 12 m de profundidad","Platygonus compressus",531.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
15023,340.00,844.00,"ND","proboscídeos",487.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
15024,806.00,844.00,"ND","bisonte",581.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
15025,341.00,844.00,"ND","elefantes",498.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
15026,787.00,844.00,"ND","mamut",498.00,0,1,"S",999999999.00,999999999.00,"ND","ND",1.00
15027,351.00,844.00,"ND","bison",581.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
15028,351.00,844.00,"ND","camel",536.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
15029,351.00,844.00,"ND","horse",500.00,0,1,"S",999999999.00,999999999.00,"ND","ND",1.00
15030,74.00,354.00,"ND","Agriotherium",401.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
15031,93.00,72.00,"ND","Sylvilagus",926.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
15032,93.00,72.00,"ND","Lepus",910.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
15033,93.00,72.00,"ND","Geomys",656.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
15034,93.00,72.00,"ND","Pappogeomys",642.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
15035,93.00,72.00,"ND","Thomomys ?",668.00,1,1,"C",999999999.00,999999999.00,"ND","ND",1.00
15036,93.00,72.00,"ND","Peromyscus",842.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
15037,93.00,72.00,"ND","Erethizon",887.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
15038,93.00,72.00,"ND","Canis",322.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
15039,93.00,72.00,"ND","Urocyon",326.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
15040,93.00,72.00,"ND","Arctodus",404.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
15041,93.00,72.00,"ND","Tremarctotherium",404.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
15042,93.00,72.00,"ND","Smilodon",345.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
15043,93.00,72.00,"ND","Panthera",339.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
15044,93.00,72.00,"ND","Felix (sic)",329.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
15045,93.00,72.00,"ND","Taxidea",373.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
15046,93.00,72.00,"ND","Mastodon",488.00,0,1,"S",999999999.00,999999999.00,"ND","ND",1.00
15047,93.00,72.00,"ND","Elephas",498.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
15048,93.00,72.00,"ND","Mammuthus",498.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
15049,93.00,72.00,"ND","Onager",500.00,0,1,"S",999999999.00,999999999.00,"ND","ND",1.00
15050,93.00,72.00,"ND","Asinus",500.00,0,1,"S",999999999.00,999999999.00,"ND","ND",1.00
15051,93.00,72.00,"ND","Equus",518.00,0,1,"S",999999999.00,999999999.00,"ND","ND",1.00
15052,93.00,72.00,"ND","Platygonus",532.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
15053,93.00,72.00,"ND","Camelops",540.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
15054,93.00,72.00,"ND","Tanupolama",544.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
15055,93.00,72.00,"ND","Odocoileus",557.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
15056,93.00,72.00,"ND","Bison",577.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
15057,93.00,72.00,"ND","Tetrameryx",571.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
15058,93.00,72.00,"ND","Capromeryx",565.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
15059,3.00,72.00,"ND","Mylodon",54.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
15060,3.00,72.00,"ND","Megatherium",45.00,1,1,"S",999999999.00,999999999.00,"ND","ND",1.00
