"IDESPECIEVALIDA","IDCATEGORIA","IDNOMBREASCENDENTE","IDASCENDENTEOBLIGATORIO","TAXON_VALIDO","ORDEN","FAMILIA","GENERO","ESPECIE","FAUNMAP","ATLAS","AUTOR","AO","REFERENCIA_SEGUIDA","suma"
1.00,8.00,1000.00,1000.00,"Didelphimorphia","Didelphimorphia","ND","ND","ND","MARS","ND","ND","ND",,1.00
2.00,11.00,1.00,1.00,"Didelphidae","Didelphimorphia","Didelphidae","ND","ND","DID","ND","Gray","1821",819.00,1.00
2.50,15.00,2.00,2.00,"Caluromys","Didelphimorphia","Didelphidae","Caluromys","ND","ND","ND","J. A. Allen","1900",819.00,1.00
3.00,21.00,2.50,2.50,"Caluromys derbianus","Didelphimorphia","Didelphidae","Caluromys","derbianus","ND","DIDICALDER","(Waterhouse)","1841",819.00,1.00
4.00,21.00,2.50,2.50,"Caluromys sp.","Didelphimorphia","Didelphidae","Caluromys","sp.","ND","ND","ND","ND",999999999.00,1.00
4.50,15.00,2.00,2.00,"Chironectes","Didelphimorphia","Didelphidae","Chironectes","ND","ND","ND","Illiger","1811",819.00,1.00
5.00,21.00,4.50,4.50,"Chironectes minimus","Didelphimorphia","Didelphidae","Chironectes","minimus","ND","DIDICHIMIN","(Zimmermann)","1780",819.00,1.00
6.00,21.00,4.50,4.50,"Chironectes sp.","Didelphimorphia","Didelphidae","Chironectes","sp.","ND","ND","ND","ND",999999999.00,1.00
6.50,15.00,2.00,2.00,"Didelphis","Didelphimorphia","Didelphidae","Didelphis","ND","ND","ND","Linnaeus","1758",819.00,1.00
7.00,21.00,6.50,6.50,"Didelphis marsupialis","Didelphimorphia","Didelphidae","Didelphis","marsupialis","ND","DIDIDIDMAR","Linnaeus","1758",819.00,1.00
8.00,21.00,6.50,6.50,"Didelphis sp.","Didelphimorphia","Didelphidae","Didelphis","sp.","DE","ND","ND","ND",999999999.00,1.00
9.00,21.00,6.50,6.50,"Didelphis virginiana","Didelphimorphia","Didelphidae","Didelphis","virginiana","DEva","DIDIDIDVIR","Kerr","1792",819.00,1.00
9.50,15.00,2.00,2.00,"Marmosa","Didelphimorphia","Didelphidae","Marmosa","ND","ND","ND","Gray","1821",819.00,1.00
10.00,21.00,9.50,9.50,"Marmosa canescens","Didelphimorphia","Didelphidae","Marmosa","canescens","ND","DIDIMARCAN","(J. A. Allen)","1893",819.00,1.00
11.00,21.00,9.50,9.50,"Marmosa lorenzoi","Didelphimorphia","Didelphidae","Marmosa","lorenzoi","ND","ND","Alvarez y Arroyo-Cabrales","1989",819.00,1.00
12.00,21.00,9.50,9.50,"Marmosa mexicana","Didelphimorphia","Didelphidae","Marmosa","mexicana","ND","DIDIMARMEX","Merriam","1897",819.00,1.00
13.00,21.00,9.50,9.50,"Marmosa sp.","Didelphimorphia","Didelphidae","Marmosa","sp.","ND","ND","ND","ND",999999999.00,1.00
13.50,15.00,2.00,2.00,"Metachirus","Didelphimorphia","Didelphidae","Metachirus","ND","ND","ND","Burmeister","1854",819.00,1.00
14.00,21.00,13.50,13.50,"Metachirus nudicaudatus","Didelphimorphia","Didelphidae","Metachirus","nudicaudatus","ND","DIDIMETNUD","(Desmarest)","1817",819.00,1.00
15.00,21.00,13.50,13.50,"Metachirus sp.","Didelphimorphia","Didelphidae","Metachirus","sp.","ND","ND","ND","ND",999999999.00,1.00
15.50,15.00,2.00,2.00,"Philander","Didelphimorphia","Didelphidae","Philander","ND","ND","ND","Tiedemann","1808",819.00,1.00
16.00,21.00,15.50,15.50,"Philander opossum","Didelphimorphia","Didelphidae","Philander","opossum","ND","DIDIPHIOPO","(Linnaeus)","1758",819.00,1.00
17.00,21.00,15.50,15.50,"Philander sp.","Didelphimorphia","Didelphidae","Philander","sp.","ND","ND","ND","ND",999999999.00,1.00
18.00,8.00,1000.00,1000.00,"Xenarthra","Xenarthra","ND","ND","ND","EDEN","ND","ND","ND",,1.00
19.00,11.00,18.00,18.00,"Dasypodidae","Xenarthra","Dasypodidae","ND","ND","ND","ND","Gray","1821",819.00,1.00
19.50,15.00,19.00,19.00,"Cabassous","Xenarthra","Dasypodidae","Cabassous","ND","ND","ND","McMurtie","1831",819.00,1.00
20.00,21.00,19.50,19.50,"Cabassous centralis","Xenarthra","Dasypodidae","Cabassous","centralis","ND","XEDACABCEN","(Miller)","1811",819.00,1.00
21.00,21.00,19.50,19.50,"Cabassous sp.","Xenarthra","Dasypodidae","Cabassous","sp.","ND","ND","ND","ND",999999999.00,1.00
21.50,15.00,19.00,19.00,"Dasypus","Xenarthra","Dasypodidae","Dasypus","ND","ND","ND","Linnaeus","1758",819.00,1.00
22.00,21.00,21.50,21.50,"Dasypus novemcinctus","Xenarthra","Dasypodidae","Dasypus","novemcinctus","DYno","XEDADASNOV","Linnaeus","1758",819.00,1.00
23.00,21.00,21.50,21.50,"Dasypus sp.","Xenarthra","Dasypodidae","Dasypus","sp.","DY","ND","ND","ND",999999999.00,1.00
23.50,15.00,19.00,19.00,"Holmesina","Xenarthra","Dasypodidae","Holmesina","ND","ND","ND","Simpson","1930",529.00,1.00
24.00,21.00,23.50,23.50,"Holmesina septentrionalis","Xenarthra","Dasypodidae","Holmesina","septentrionalis","HOse","ND","(Leidy)","1889",529.00,1.00
25.00,21.00,23.50,23.50,"Holmesina sp.","Xenarthra","Dasypodidae","Holmesina","sp.","ND","ND","ND","ND",999999999.00,1.00
25.50,15.00,19.00,19.00,"Pampatherium","Xenarthra","Dasypodidae","Pampatherium","ND","ND","ND","Ameghino","1891",529.00,1.00
25.90,21.00,25.50,25.50,"Pampatherium mexicanum","Xenarthra","Dasypodidae","Pampatherium","mexicanum","ND","ND","Edmund","1996",529.00,1.00
26.00,21.00,25.50,25.50,"Pampatherium sp.","Xenarthra","Dasypodidae","Pampatherium","sp.","ND","ND","ND","ND",999999999.00,1.00
27.00,11.00,18.00,18.00,"Myrmecophagidae","Xenarthra","Myrmecophagidae","ND","ND","ND","ND","Gray","1825",819.00,1.00
27.50,15.00,27.00,27.00,"Cyclopes","Xenarthra","Myrmecophagidae","Cyclopes","ND","ND","ND","Gray","1821",819.00,1.00
28.00,21.00,27.50,27.50,"Cyclopes didactylus","Xenarthra","Myrmecophagidae","Cyclopes","didactylus","ND","XEMYCYDID","(Linnaeus)","1758",819.00,1.00
29.00,21.00,27.50,27.50,"Cyclopes sp.","Xenarthra","Myrmecophagidae","Cyclopes","sp.","ND","ND","ND","ND",999999999.00,1.00
29.50,15.00,27.00,27.00,"Tamandua","Xenarthra","Myrmecophagidae","Tamandua","ND","ND","ND","Gray","1825",819.00,1.00
30.00,21.00,29.50,29.50,"Tamandua mexicana","Xenarthra","Myrmecophagidae","Tamandua","mexicana","ND","XEMYTAMMEX","(Saussure)","1860",819.00,1.00
31.00,21.00,29.50,29.50,"Tamandua sp.","Xenarthra","Myrmecophagidae","Tamandua","sp.","ND","ND","ND","ND",999999999.00,1.00
32.00,11.00,18.00,18.00,"Glyptodontidae","Xenarthra","Glyptodontidae","ND","ND","GLY","ND","ND","ND",,1.00
32.50,15.00,32.00,32.00,"Glyptotherium","Xenarthra","Glyptodontidae","Glyptotherium","ND","ND","ND","Osborn","1903",106.00,1.00
34.00,21.00,32.50,32.50,"Glyptotherium cylindricum","Xenarthra","Glyptodontidae","Glyptotherium","cylindricum","ND","ND","(Brown)","1912",106.00,1.00
35.00,21.00,32.50,32.50,"Glyptotherium floridanum","Xenarthra","Glyptodontidae","Glyptotherium","floridanum","GYfl","ND","(Simpson)","1929",106.00,1.00
36.00,21.00,32.50,32.50,"Glyptotherium mexicanum","Xenarthra","Glyptodontidae","Glyptotherium","mexicanum","GYme","ND","(Cuatparo y Ramrez)","1875",106.00,1.00
37.00,21.00,32.50,32.50,"Glyptotherium sp.","Xenarthra","Glyptodontidae","Glyptotherium","sp.","ND","ND","ND","ND",999999999.00,1.00
38.00,11.00,18.00,18.00,"Megalonychidae","Xenarthra","Megalonychidae","ND","ND","MEG","ND","Ameghino","1889",,1.00
39.00,15.00,38.00,38.00,"Megalonyx","Xenarthra","Megalonychidae","Megalonyx","ND","ND","ND","Harlan","1825",,1.00
40.00,21.00,38.50,38.50,"Megalonyx jeffersonii","Xenarthra","Megalonychidae","Megalonyx","jeffersonii","MGjf","ND","(Desmarest)","1822",,1.00
41.00,21.00,38.50,38.50,"Megalonyx sp.","Xenarthra","Megalonychidae","Megalonyx","sp.","MG","ND","ND","ND",999999999.00,1.00
42.00,21.00,38.50,38.50,"Megalonyx wheatleyi","Xenarthra","Megalonychidae","Megalonyx","wheatleyi","ND","ND","Cope","1871",,1.00
43.00,11.00,18.00,18.00,"Megatheriidae","Xenarthra","Megatheriidae","ND","ND","MGA","ND","ND","ND",,1.00
44.50,15.00,43.00,43.00,"Eremotherium","Xenarthra","Megatheriidae","Eremotherium","ND","ND","ND","Spillmann","1948",75.00,1.00
45.00,21.00,44.50,44.50,"Eremotherium laurillardi","Xenarthra","Megatheriidae","Eremotherium","laurillardi","EMru","ND","(Lund)","1842",75.00,1.00
46.00,21.00,44.50,44.50,"Eremotherium sp.","Xenarthra","Megatheriidae","Eremotherium","sp.","ND","ND","ND","ND",999999999.00,1.00
47.50,15.00,43.00,43.00,"Nothrotheriops","Xenarthra","Megatheriidae","Nothrotheriops","ND","ND","ND","Hoffstetter","1954",,1.00
48.00,21.00,47.50,47.50,"Nothrotheriops sp.","Xenarthra","Megatheriidae","Nothrotheriops","sp.","ND","ND","ND","ND",999999999.00,1.00
49.00,21.00,47.50,47.50,"Nothrotheriops mexicanum","Xenarthra","Megatheriidae","Nothrotheriops","mexicanum","ND","ND","(Freudenberg)","1921",,1.00
50.00,21.00,47.50,47.50,"Nothrotheriops shastensis","Xenarthra","Megatheriidae","Nothrotheriops","shastensis","NOsh","ND","(Sinclair)","1905",,1.00
51.00,11.00,18.00,18.00,"Mylodontidae","Xenarthra","Mylodontidae","ND","ND","ND","ND","Ameghino","1889",,1.00
52.50,15.00,51.00,51.00,"Glossotherium","Xenarthra","Mylodontidae","Glossotherium","ND","ND","ND","Owen","1840",,1.00
53.00,21.00,52.50,52.50,"Glossotherium harlani","Xenarthra","Mylodontidae","Glossotherium","harlani","GSha","ND","(Owen)","1840",,1.00
54.00,21.00,52.50,52.50,"Glossotherium sp.","Xenarthra","Mylodontidae","Glossotherium","sp.","ND","ND","ND","ND",999999999.00,1.00
55.00,8.00,1000.00,1000.00,"Insectivora","Insectivora","ND","ND","ND","INSE","ND","Bodwich","1821",,1.00
56.00,11.00,55.00,55.00,"Soricidae","Insectivora","Soricidae","ND","ND","SOR","ND","Fischer von Waldheim","1817",819.00,1.00
56.50,15.00,56.00,56.00,"Cryptotis","Insectivora","Soricidae","Cryptotis","ND","ND","ND","Pomel","1848",819.00,1.00
57.00,21.00,56.50,56.50,"Cryptotis goldmani","Insectivora","Soricidae","Cryptotis","goldmani","ND","INSOCRYGOL","(Merriam)","1895",819.00,1.00
58.00,21.00,56.50,56.50,"Cryptotis goodwini","Insectivora","Soricidae","Cryptotis","goodwini","ND","INSOCRYGOO","Jackson","1933",819.00,1.00
59.00,21.00,56.50,56.50,"Cryptotis magna","Insectivora","Soricidae","Cryptotis","magna","ND","INSOCRYMAG","(Merriam)","1895",819.00,1.00
60.00,21.00,56.50,56.50,"Cryptotis mexicana","Insectivora","Soricidae","Cryptotis","mexicana","ND","INSOCRYMEX","(Coues)","1877",819.00,1.00
61.00,21.00,56.50,56.50,"Cryptotis mayensis","Insectivora","Soricidae","Cryptotis","mayensis","ND","INSOCRYNIG","(Merriam)","1901",818.00,1.00
62.00,21.00,56.50,56.50,"Cryptotis parva","Insectivora","Soricidae","Cryptotis","parva","CSpa","INSOCRYPAR","(Say)","1823",819.00,1.00
63.00,21.00,56.50,56.50,"Cryptotis sp.","Insectivora","Soricidae","Cryptotis","sp.","CS","ND","ND","ND",999999999.00,1.00
63.50,15.00,56.00,56.00,"Megasorex","Insectivora","Soricidae","Megasorex","ND","ND","ND","Hibbard","1950",819.00,1.00
64.00,21.00,63.50,63.50,"Megasorex gigas","Insectivora","Soricidae","Megasorex","gigas","ND","INSOMEGGIG","(Merriam)","1897",819.00,1.00
65.00,21.00,63.50,63.50,"Megasorex sp.","Insectivora","Soricidae","Megasorex","sp.","ND","ND","ND","ND",999999999.00,1.00
65.50,15.00,56.00,56.00,"Notiosorex","Insectivora","Soricidae","Notiosorex","ND","ND","ND","Coues","1877",819.00,1.00
66.00,21.00,65.50,65.50,"Notiosorex crawfordi","Insectivora","Soricidae","Notiosorex","crawfordi","NXci","INSONTOCRA","(Coues)","1877",819.00,1.00
67.00,21.00,65.50,65.50,"Notiosorex sp.","Insectivora","Soricidae","Notiosorex","sp.","NX","ND","ND","ND",999999999.00,1.00
67.50,15.00,56.00,56.00,"Sorex","Insectivora","Soricidae","Sorex","ND","ND","ND","Linnaeus","1758",819.00,1.00
68.00,21.00,67.50,67.50,"Sorex arizonae","Insectivora","Soricidae","Sorex","arizonae","SXaz","INSOSORARI","Diersing y Hoffmeister","1977",819.00,1.00
69.00,21.00,67.50,67.50,"Sorex cinereus","Insectivora","Soricidae","Sorex","cinereus","SXcs","ND","Kerr","1792",819.00,1.00
70.00,21.00,67.50,67.50,"Sorex emarginatus","Insectivora","Soricidae","Sorex","emarginatus","ND","INSOSOREMA","Jackson","1925",819.00,1.00
71.00,21.00,67.50,67.50,"Sorex macrodon","Insectivora","Soricidae","Sorex","macrodon","ND","INSOSORMAC","Merriam","1895",819.00,1.00
72.00,21.00,67.50,67.50,"Sorex milleri","Insectivora","Soricidae","Sorex","milleri","ND","INSOSORMIL","Dobson","1890",819.00,1.00
73.00,21.00,67.50,67.50,"Sorex oreopolus","Insectivora","Soricidae","Sorex","oreopolus","ND","INSOSORORE","Merriam","1892",819.00,1.00
74.00,21.00,67.50,67.50,"Sorex ornatus","Insectivora","Soricidae","Sorex","ornatus","SXos","INSOSORORN","Merriam","1895",819.00,1.00
75.00,21.00,67.50,67.50,"Sorex pratensis","Insectivora","Soricidae","Sorex","pratensis","SXpa","ND","ND","ND",,1.00
76.00,21.00,67.50,67.50,"Sorex saussurei","Insectivora","Soricidae","Sorex","saussurei","ND","INSOSORSAU","Merriam","1892",819.00,1.00
77.00,21.00,67.50,67.50,"Sorex sclateri","Insectivora","Soricidae","Sorex","sclateri","ND","INSOSORSCL","Merriam","1897",819.00,1.00
78.00,21.00,67.50,67.50,"Sorex sp.","Insectivora","Soricidae","Sorex","sp.","SX","ND","ND","ND",999999999.00,1.00
79.00,21.00,67.50,67.50,"Sorex stizodon","Insectivora","Soricidae","Sorex","stizodon","ND","INSOSORSTI","Merriam","1895",819.00,1.00
80.00,21.00,67.50,67.50,"Sorex ventralis","Insectivora","Soricidae","Sorex","ventralis","ND","INSOSORVEN","Merriam","1895",819.00,1.00
81.00,21.00,67.50,67.50,"Sorex veraepacis","Insectivora","Soricidae","Sorex","veraepacis","ND","INSOSORVER","Alston","1877",819.00,1.00
82.00,11.00,55.00,55.00,"Talpidae","Insectivora","Talpidae","ND","ND","TAL","ND","Fischer von Waldheim","1817",819.00,1.00
82.50,15.00,82.00,82.00,"Scalopus","Insectivora","Talpidae","Scalopus","ND","ND","ND","Desmarest","1804",,1.00
83.00,21.00,82.50,82.50,"Scalopus aquaticus","Insectivora","Talpidae","Scalopus","aquaticus","SAaq","INSOSCAAQU","(Linnaeus)","1758",819.00,1.00
84.00,21.00,82.50,82.50,"Scalopus sp.","Insectivora","Talpidae","Scalopus","sp.","SA","ND","ND","ND",999999999.00,1.00
84.50,15.00,82.00,82.00,"Scapanus","Insectivora","Talpidae","Scapanus","ND","ND","ND","Pomel","1848",819.00,1.00
85.00,21.00,84.50,84.50,"Scapanus latimanus","Insectivora","Talpidae","Scapanus","latimanus","SUls","INSOSCALAT","(Bachman)","1842",819.00,1.00
86.00,21.00,84.50,84.50,"Scapanus sp.","Insectivora","Talpidae","Scapanus","sp.","SU","ND","ND","ND",999999999.00,1.00
87.00,8.00,1000.00,1000.00,"Chiroptera","Chiroptera","ND","ND","ND","CHIR","ND","Blumenbach","1779",,1.00
88.00,11.00,87.00,87.00,"Emballonuridae","Chiroptera","Emballonuridae","ND","ND","ND","ND","Gervais","1855",820.00,1.00
88.50,15.00,88.00,88.00,"Balantiopteryx","Chiroptera","Emballonuridae","Balantiopteryx","ND","ND","ND","Peters","1867",820.00,1.00
89.00,21.00,88.50,88.50,"Balantiopteryx io","Chiroptera","Emballonuridae","Balantiopteryx","io","ND","CHEMBALIO_","Thomas","1904",819.00,1.00
90.00,21.00,88.50,88.50,"Balantiopteryx plicata","Chiroptera","Emballonuridae","Balantiopteryx","plicata","ND","CHEMBALPLI","Peters","1867",819.00,1.00
91.00,21.00,88.50,88.50,"Balantiopteryx sp.","Chiroptera","Emballonuridae","Balantiopteryx","sp.","ND","ND","ND","ND",999999999.00,1.00
91.50,15.00,88.00,88.00,"Centronycteris","Chiroptera","Emballonuridae","Centronycteris","ND","ND","ND","Gray","1838",819.00,1.00
92.00,21.00,91.50,91.50,"Centronycteris maximiliani","Chiroptera","Emballonuridae","Centronycteris","maximiliani","ND","CHEMCENMAX","(Fischer)","1829",819.00,1.00
93.00,21.00,91.50,91.50,"Centronycteris sp.","Chiroptera","Emballonuridae","Centronycteris","sp.","ND","ND","ND","ND",999999999.00,1.00
93.50,15.00,88.00,88.00,"Diclidurus","Chiroptera","Emballonuridae","Diclidurus","ND","ND","ND","Wied-Neuwied","1820",819.00,1.00
94.00,21.00,93.50,93.50,"Diclidurus albus","Chiroptera","Emballonuridae","Diclidurus","albus","ND","CHEMDICALB","Wied-Neuwied","1820",819.00,1.00
95.00,21.00,93.50,93.50,"Diclidurus sp.","Chiroptera","Emballonuridae","Diclidurus","sp.","ND","ND","ND","ND",999999999.00,1.00
95.50,15.00,88.00,88.00,"Peropteryx","Chiroptera","Emballonuridae","Peropteryx","ND","ND","ND","Peters","1867",820.00,1.00
96.00,21.00,95.50,95.50,"Peropteryx kappleri","Chiroptera","Emballonuridae","Peropteryx","kappleri","ND","CHEMPERKAP","Peters","1867",819.00,1.00
97.00,21.00,95.50,95.50,"Peropteryx macrotis","Chiroptera","Emballonuridae","Peropteryx","macrotis","ND","CHEMPERMAC","(Wagner)","1843",819.00,1.00
98.00,21.00,95.50,95.50,"Peropteryx sp.","Chiroptera","Emballonuridae","Peropteryx","sp.","ND","ND","ND","ND",999999999.00,1.00
98.50,15.00,88.00,88.00,"Rynchonycteris","Chiroptera","Emballonuridae","Rynchonycteris","ND","ND","ND","Peters","1867",819.00,1.00
99.00,21.00,98.50,98.50,"Rynchonycteris naso","Chiroptera","Emballonuridae","Rynchonycteris","naso","ND","CHEMRYNNAS","Wied-Neuwied","1820",819.00,1.00
100.00,21.00,98.50,98.50,"Rynchonycteris sp.","Chiroptera","Emballonuridae","Rynchonycteris","sp.","ND","ND","ND","ND",999999999.00,1.00
100.50,15.00,88.00,88.00,"Saccopteryx","Chiroptera","Emballonuridae","Saccopteryx","ND","ND","ND","Illiger","1811",819.00,1.00
101.00,21.00,100.50,100.50,"Saccopteryx bilineata","Chiroptera","Emballonuridae","Saccopteryx","bilineata","ND","CHEMSACBIL","(Temminck)","1838",819.00,1.00
102.00,21.00,100.50,100.50,"Saccopteryx leptura","Chiroptera","Emballonuridae","Saccopteryx","leptura","ND","CHEMSACLEP","Schreber","1774",819.00,1.00
103.00,21.00,100.50,100.50,"Saccopteryx sp.","Chiroptera","Emballonuridae","Saccopteryx","sp.","ND","ND","ND","ND",999999999.00,1.00
104.00,11.00,87.00,87.00,"Noctilionidae","Chiroptera","Noctilionidae","ND","ND","ND","ND","Gray","1821",819.00,1.00
104.50,15.00,104.00,104.00,"Noctilio","Chiroptera","Noctilionidae","Noctilio","ND","ND","ND","Linnaeus","1766",819.00,1.00
105.00,21.00,104.50,104.50,"Noctilio albiventris","Chiroptera","Noctilionidae","Noctilio","albiventris","ND","CHNOCOCALB","Desmarest","1818",819.00,1.00
106.00,21.00,104.50,104.50,"Noctilio leporinus","Chiroptera","Noctilionidae","Noctilio","leporinus","ND","CHNOCOCLEP","(Linnaeus)","1758",819.00,1.00
107.00,21.00,104.50,104.50,"Noctilio sp.","Chiroptera","Noctilionidae","Noctilio","sp.","ND","ND","ND","ND",999999999.00,1.00
108.00,11.00,87.00,87.00,"Mormoopidae","Chiroptera","Mormoopidae","ND","ND","MOR","ND","Saussure","1860",820.00,1.00
108.50,15.00,108.00,108.00,"Mormoops","Chiroptera","Mormoopidae","Mormoops","ND","ND","ND","Leach","1821",820.00,1.00
109.00,21.00,108.50,108.50,"Mormoops megalophylla","Chiroptera","Mormoopidae","Mormoops","megalophylla","MOme","CHMOMORMEG","(Peters)","1864",819.00,1.00
110.00,21.00,108.50,108.50,"Mormoops sp.","Chiroptera","Mormoopidae","Mormoops","sp.","MO","ND","ND","ND",999999999.00,1.00
110.50,15.00,108.00,108.00,"Pteronotus","Chiroptera","Mormoopidae","Pteronotus","ND","ND","ND","Gray","1838",820.00,1.00
111.00,21.00,110.50,110.50,"Pteronotus davyi","Chiroptera","Mormoopidae","Pteronotus","davyi","ND","CHMOPTEDAV","Gray","1838",819.00,1.00
112.00,21.00,110.50,110.50,"Pteronotus gymnonotus","Chiroptera","Mormoopidae","Pteronotus","gymnonotus","ND","CHMOPTEGYM","Natterer","1843",819.00,1.00
113.00,21.00,110.50,110.50,"Pteronotus parnellii","Chiroptera","Mormoopidae","Pteronotus","parnelli","ND","CHMOPTEPAR","(Gray)","1843",819.00,1.00
114.00,21.00,110.50,110.50,"Pteronotus personatus","Chiroptera","Mormoopidae","Pteronotus","personatus","ND","CHMOPTEPER","(Wagner)","1843",819.00,1.00
115.00,21.00,110.50,110.50,"Pteronotus sp.","Chiroptera","Mormoopidae","Pteronotus","sp.","ND","ND","ND","ND",999999999.00,1.00
116.00,11.00,87.00,87.00,"Phyllostomidae","Chiroptera","Phyllostomidae","ND","ND","PHY","ND","Gray","1825",820.00,1.00
116.50,15.00,116.00,116.00,"Anoura","Chiroptera","Phyllostomidae","Anoura","ND","ND","ND","Gray","1838",819.00,1.00
117.00,21.00,116.50,116.50,"Anoura geoffroyi","Chiroptera","Phyllostomidae","Anoura","geoffroyi","ND","CHPHANOGEO","Gray","1838",819.00,1.00
118.00,21.00,116.50,116.50,"Anoura sp.","Chiroptera","Phyllostomidae","Anoura","sp.","ND","ND","ND","ND",999999999.00,1.00
118.50,15.00,116.00,116.00,"Artibeus","Chiroptera","Phyllostomidae","Artibeus","ND","ND","ND","Leach","1821",820.00,1.00
119.00,21.00,118.50,118.50,"Artibeus hirsutus","Chiroptera","Phyllostomidae","Artibeus","hirsutus","ND","CHPHARTHIR","K. Andersen","1906",819.00,1.00
120.00,21.00,118.50,118.50,"Artibeus intermedius","Chiroptera","Phyllostomidae","Artibeus","intermedius","ND","CHPHARTINT","J. A. Allen","1897",834.00,1.00
121.00,21.00,118.50,118.50,"Artibeus jamaicensis","Chiroptera","Phyllostomidae","Artibeus","jamaicensis","ND","CHPHARTJAM","Leach","1821",819.00,1.00
122.00,21.00,118.50,118.50,"Artibeus lituratus","Chiroptera","Phyllostomidae","Artibeus","lituratus","ND","CHPHARTLIT","(Olfers)","1818",819.00,1.00
123.00,21.00,118.50,118.50,"Artibeus sp.","Chiroptera","Phyllostomidae","Artibeus","sp.","ND","ND","ND","ND",999999999.00,1.00
123.50,15.00,116.00,116.00,"Carollia","Chiroptera","Phyllostomidae","Carollia","ND","ND","ND","Gray","1838",820.00,1.00
124.00,21.00,123.50,123.50,"Carollia brevicauda","Chiroptera","Phyllostomidae","Carollia","brevicauda","ND","CHPHCARBRE","(Schinz)","1821",819.00,1.00
125.00,21.00,123.50,123.50,"Carollia perspicillata","Chiroptera","Phyllostomidae","Carollia","perspicillata","ND","CHPHCARPER","(Linnaeus)","1758",819.00,1.00
126.00,21.00,123.50,123.50,"Carollia sp.","Chiroptera","Phyllostomidae","Carollia","sp.","ND","ND","ND","ND",999999999.00,1.00
127.00,21.00,123.50,123.50,"Carollia subrufa","Chiroptera","Phyllostomidae","Carollia","subrufa","ND","CHPHCARSUB","(Hahn)","1905",819.00,1.00
127.50,15.00,116.00,116.00,"Centurio","Chiroptera","Phyllostomidae","Centurio","ND","ND","ND","Gray","1842",820.00,1.00
128.00,21.00,127.50,127.50,"Centurio senex","Chiroptera","Phyllostomidae","Centurio","senex","ND","CHPHCENSEN","Gray","1842",819.00,1.00
129.00,21.00,127.50,127.50,"Centurio sp.","Chiroptera","Phyllostomidae","Centurio","sp.","ND","ND","ND","ND",999999999.00,1.00
129.50,15.00,116.00,116.00,"Chiroderma","Chiroptera","Phyllostomidae","Chiroderma","ND","ND","ND","Peters","1860",820.00,1.00
130.00,21.00,129.50,129.50,"Chiroderma salvini","Chiroptera","Phyllostomidae","Chiroderma","salvini","ND","CHPHCHISAL","Dobson","1878",819.00,1.00
131.00,21.00,129.50,129.50,"Chiroderma sp.","Chiroptera","Phyllostomidae","Chiroderma","sp.","ND","ND","ND","ND",999999999.00,1.00
132.00,21.00,129.50,129.50,"Chiroderma villosum","Chiroptera","Phyllostomidae","Chiroderma","villosum","ND","CHPHCHIVIL","Peters","1860",819.00,1.00
132.50,15.00,116.00,116.00,"Choeronycteris","Chiroptera","Phyllostomidae","Choeronycteris","ND","ND","ND","Tschudi","1844",820.00,1.00
133.00,21.00,132.50,132.50,"Choeronycteris mexicana","Chiroptera","Phyllostomidae","Choeronycteris","mexicana","CHmx","CHPHCHOMEX","Tschudi","1844",819.00,1.00
134.00,21.00,132.50,132.50,"Choeronycteris sp.","Chiroptera","Phyllostomidae","Choeronycteris","sp.","CH","ND","ND","ND",999999999.00,1.00
134.50,15.00,116.00,116.00,"Choeronyscus","Chiroptera","Phyllostomidae","Choeronyscus","ND","ND","ND","Thomas","1928",819.00,1.00
135.00,21.00,134.50,134.50,"Choeronyscus godmani","Chiroptera","Phyllostomidae","Choeronyscus","godmani","ND","CHPHCHOGOD","(Thomas)","1903",819.00,1.00
136.00,21.00,134.50,134.50,"Choeronyscus sp.","Chiroptera","Phyllostomidae","Choeronyscus","sp.","ND","ND","ND","ND",999999999.00,1.00
136.50,15.00,116.00,116.00,"Chrotopterus","Chiroptera","Phyllostomidae","Chrotopterus","ND","ND","ND","Peters","1865",820.00,1.00
137.00,21.00,136.50,136.50,"Chrotopterus auritus","Chiroptera","Phyllostomidae","Chrotopterus","auritus","ND","CHPHCHRAUR","(Peters)","1856",819.00,1.00
138.00,21.00,136.50,136.50,"Chrotopterus sp.","Chiroptera","Phyllostomidae","Chrotopterus","sp.","ND","ND","ND","ND",999999999.00,1.00
138.50,15.00,116.00,116.00,"Dermanura","Chiroptera","Phyllostomidae","Dermanura","ND","ND","ND","Gervais","1855",822.00,1.00
139.00,21.00,138.50,138.50,"Dermanura azteca","Chiroptera","Phyllostomidae","Dermanura","azteca","ND","CHPHDERAZT","(Anderson)","1906",834.00,1.00
140.00,21.00,138.50,138.50,"Dermanura phaeotis","Chiroptera","Phyllostomidae","Dermanura","phaeotis","ND","CHPHDERPHA","Miller","1902",822.00,1.00
141.00,21.00,138.50,138.50,"Dermanura sp.","Chiroptera","Phyllostomidae","Dermanura","sp.","ND","ND","ND","ND",999999999.00,1.00
142.00,21.00,138.50,138.50,"Dermanura tolteca","Chiroptera","Phyllostomidae","Dermanura","tolteca","ND","CHPHDERTOL","(Saussure)","1860",834.00,1.00
143.00,21.00,138.50,138.50,"Dermanura watsoni","Chiroptera","Phyllostomidae","Dermanura","watsoni","ND","CHPHDERWAT","(Thomas)","1901",834.00,1.00
143.50,15.00,116.00,116.00,"Desmodus","Chiroptera","Phyllostomidae","Desmodus","ND","ND","ND","Wied-Neuwied","1824",820.00,1.00
